"Ajatempel (UTC)";"Kuupaev (Eesti aeg)";"Tarbimine";"Tootmine";"Planeeritud tarbimine";"Planeeritud tootmine"
"1645470000";"21.02.2022 21:00";"1107,1";"403,2";"1131,4";"423,9"
"1645473600";"21.02.2022 22:00";"1044,4";"405,3";"1073,2";"400,8"
"1645477200";"21.02.2022 23:00";"973,7";"365,5";"1015,6";"371,6"
"1645480800";"22.02.2022 00:00";"937,3";"352,7";"972,9";"356,5"
"1645484400";"22.02.2022 01:00";"901,8";"327,7";"950,1";"354,2"
"1645488000";"22.02.2022 02:00";"875,3";"286,7";"913,5";"309,5"
"1645491600";"22.02.2022 03:00";"855,4";"271,6";"901";"314,9"
"1645495200";"22.02.2022 04:00";"846,2";"285,8";"880,6";"342,3"
"1645498800";"22.02.2022 05:00";"884,6";"301";"919,6";"353,9"
"1645502400";"22.02.2022 06:00";"1011,5";"377,7";"1090,7";"465,3"
"1645506000";"22.02.2022 07:00";"1123,6";"499,6";"1178";"586,3"
"1645509600";"22.02.2022 08:00";"1200";"595,3";"1284,5";"681,4"
"1645513200";"22.02.2022 09:00";"1232,5";"626,4";"1370,4";"695,8"
"1645516800";"22.02.2022 10:00";"1219,9";"671,6";"1314,6";"730,5"
"1645520400";"22.02.2022 11:00";"1226,6";"699,6";"1289";"744,4"
"1645524000";"22.02.2022 12:00";"1223,2";"723";"1258,1";"744,8"
"1645527600";"22.02.2022 13:00";"1251,9";"719,8";"1294,3";"755,5"
"1645531200";"22.02.2022 14:00";"1239,7";"720,2";"1275,9";"752,6"
"1645534800";"22.02.2022 15:00";"1241,9";"727,8";"1291,3";"763,8"
"1645538400";"22.02.2022 16:00";"1212,5";"711,9";"1276,9";"756,7"
"1645542000";"22.02.2022 17:00";"1240,4";"678,2";"1288,5";"733,5"
"1645545600";"22.02.2022 18:00";"1258";"692,2";"1343,1";"761,9"
"1645549200";"22.02.2022 19:00";"1228,7";"666";"1277,2";"719,3"
"1645552800";"22.02.2022 20:00";"1202,6";"661,7";"1230";"709,2"
"1645556400";"22.02.2022 21:00";"1141";"648,6";"1206,9";"695,7"
"1645560000";"22.02.2022 22:00";"1065,9";"642,7";"1159,2";"695,6"
"1645563600";"22.02.2022 23:00";"960,9";"591,3";"1059";"677,8"
"1645567200";"23.02.2022 00:00";"930";"579,8";"1010,9";"662,1"
"1645570800";"23.02.2022 01:00";"913,8";"568,8";"993,5";"647,1"
"1645574400";"23.02.2022 02:00";"901,6";"566,3";"961,5";"630,6"
"1645578000";"23.02.2022 03:00";"886,4";"556,6";"957,1";"625,6"
"1645581600";"23.02.2022 04:00";"892,3";"548,8";"963,4";"616,1"
"1645585200";"23.02.2022 05:00";"927,1";"550";"996,2";"610,5"
"1645588800";"23.02.2022 06:00";"1041,6";"618,7";"1102,9";"696"
"1645592400";"23.02.2022 07:00";"1143,8";"632";"1217,5";"696,9"
"1645596000";"23.02.2022 08:00";"1234,3";"629,6";"1313,4";"702,2"
"1645599600";"23.02.2022 09:00";"1250,4";"633,1";"1346,5";"732,4"
"1645603200";"23.02.2022 10:00";"1222";"639,5";"1329,7";"727,5"
"1645606800";"23.02.2022 11:00";"1185,8";"559,6";"1294,7";"629,8"
"1645610400";"23.02.2022 12:00";"1131,7";"534,4";"1240,6";"639,9"
"1645614000";"23.02.2022 13:00";"1130,6";"561,5";"1235";"640,9"
"1645617600";"23.02.2022 14:00";"1107,9";"566,5";"1243,4";"627,8"
"1645621200";"23.02.2022 15:00";"1108";"574,4";"1235,5";"629,8"
"1645624800";"23.02.2022 16:00";"1119,8";"561,8";"1202,9";"613,5"
"1645628400";"23.02.2022 17:00";"1141";"560,8";"1227,3";"611,6"
"1645632000";"23.02.2022 18:00";"1181,6";"602,2";"1240,8";"650,7"
"1645635600";"23.02.2022 19:00";"1165,5";"621";"1202,8";"666,8"
"1645639200";"23.02.2022 20:00";"1127,2";"648,9";"1143,6";"695,1"
"1645642800";"23.02.2022 21:00";"1081,7";"668,1";"1108";"689,2"
"1645646400";"23.02.2022 22:00";"1024,4";"651,3";"1066,5";"657,1"
"1645650000";"23.02.2022 23:00";"987,3";"502,9";"1003,4";"485,2"
"1645653600";"24.02.2022 00:00";"943,9";"516,1";"964";"528,2"
"1645657200";"24.02.2022 01:00";"908,5";"509,3";"972";"505,6"
"1645660800";"24.02.2022 02:00";"887,9";"473,3";"925,5";"486,1"
"1645664400";"24.02.2022 03:00";"889";"508,5";"912,5";"494,4"
"1645668000";"24.02.2022 04:00";"893,2";"514,9";"922,7";"510,7"
"1645671600";"24.02.2022 05:00";"910,2";"535,5";"937,7";"530,8"
"1645675200";"24.02.2022 06:00";"954,2";"574,6";"966,1";"563,1"
"1645678800";"24.02.2022 07:00";"981,5";"573,8";"975";"566,6"
"1645682400";"24.02.2022 08:00";"1035,1";"586,3";"1052";"607,7"
"1645686000";"24.02.2022 09:00";"1060,8";"615";"1111,5";"693,4"
"1645689600";"24.02.2022 10:00";"1063,3";"631";"1105,1";"721,4"
"1645693200";"24.02.2022 11:00";"1038,4";"628,5";"1111,3";"720,7"
"1645696800";"24.02.2022 12:00";"1013,8";"568,3";"1071,2";"648,4"
"1645700400";"24.02.2022 13:00";"1015,1";"571,1";"1045,1";"638,3"
"1645704000";"24.02.2022 14:00";"1015,4";"561,7";"1036,3";"629,1"
"1645707600";"24.02.2022 15:00";"1020,9";"584,1";"1050,6";"652,6"
"1645711200";"24.02.2022 16:00";"1033,2";"597,5";"1044,6";"651,3"
"1645714800";"24.02.2022 17:00";"1075,6";"630,1";"1090,5";"656"
"1645718400";"24.02.2022 18:00";"1106,9";"635,1";"1151,6";"670,4"
"1645722000";"24.02.2022 19:00";"1071,2";"620,9";"1131,9";"630,2"
"1645725600";"24.02.2022 20:00";"1056,6";"599,6";"1105,1";"598,9"
"1645729200";"24.02.2022 21:00";"1011,1";"575,8";"1078,9";"579,1"
"1645732800";"24.02.2022 22:00";"967,1";"567";"1011,7";"574"
"1645736400";"24.02.2022 23:00";"918,3";"573,1";"966,1";"586,5"
"1645740000";"25.02.2022 00:00";"892,5";"571,8";"932,9";"577,5"
"1645743600";"25.02.2022 01:00";"878,8";"552,3";"899,1";"574,2"
"1645747200";"25.02.2022 02:00";"862,5";"546";"872,1";"552,8"
"1645750800";"25.02.2022 03:00";"846";"559,8";"859,3";"569,2"
"1645754400";"25.02.2022 04:00";"847,6";"564,8";"870,7";"588,3"
"1645758000";"25.02.2022 05:00";"871,9";"572,9";"893,8";"600,4"
"1645761600";"25.02.2022 06:00";"948,1";"578,7";"1000";"628"
"1645765200";"25.02.2022 07:00";"1018,4";"674,4";"1122";"778"
"1645768800";"25.02.2022 08:00";"1093,4";"695,7";"1192,3";"790,9"
"1645772400";"25.02.2022 09:00";"1132,2";"728,6";"1212";"817,9"
"1645776000";"25.02.2022 10:00";"1128,2";"742,9";"1209,5";"834,6"
"1645779600";"25.02.2022 11:00";"1112,5";"712,9";"1188,6";"843,6"
"1645783200";"25.02.2022 12:00";"1079,8";"696,9";"1139,9";"831,1"
"1645786800";"25.02.2022 13:00";"1087,7";"711,7";"1154,2";"844,9"
"1645790400";"25.02.2022 14:00";"1090,5";"746";"1147,1";"864,3"
"1645794000";"25.02.2022 15:00";"1113,1";"775,6";"1152,4";"884,2"
"1645797600";"25.02.2022 16:00";"1123,3";"785,9";"1139,7";"864,5"
"1645801200";"25.02.2022 17:00";"1137,5";"781,7";"1193,9";"843"
"1645804800";"25.02.2022 18:00";"1147";"774,5";"1215,2";"816,9"
"1645808400";"25.02.2022 19:00";"1125,6";"737";"1227,3";"786,5"
"1645812000";"25.02.2022 20:00";"1101,1";"753,2";"1118,7";"785,5"
"1645815600";"25.02.2022 21:00";"1045,5";"609,9";"1080,8";"655,4"
"1645819200";"25.02.2022 22:00";"992,7";"569,6";"1020,9";"612,3"
"1645822800";"25.02.2022 23:00";"932,9";"573,6";"973,5";"617,5"
"1645826400";"26.02.2022 00:00";"892";"574,2";"933,5";"601,5"
"1645830000";"26.02.2022 01:00";"865";"533,6";"921,9";"582"
"1645833600";"26.02.2022 02:00";"854,9";"526,9";"908,4";"570,8"
"1645837200";"26.02.2022 03:00";"840,8";"541,8";"916,4";"568,6"
"1645840800";"26.02.2022 04:00";"836,4";"555,1";"919,9";"595,5"
"1645844400";"26.02.2022 05:00";"849,3";"541,5";"939,8";"592,4"
"1645848000";"26.02.2022 06:00";"883,7";"553,5";"991,1";"616,7"
"1645851600";"26.02.2022 07:00";"906,7";"615,4";"1033,4";"707,7"
"1645855200";"26.02.2022 08:00";"951,6";"666,2";"1075,6";"741,7"
"1645858800";"26.02.2022 09:00";"949";"667,7";"1096,6";"800,6"
"1645862400";"26.02.2022 10:00";"864,4";"671,5";"1090,3";"859,5"
"1645866000";"26.02.2022 11:00";"786,9";"659,1";"1084,5";"861,5"
"1645869600";"26.02.2022 12:00";"741,8";"676,5";"1048,6";"875,8"
"1645873200";"26.02.2022 13:00";"747,7";"699,6";"1046,1";"873,2"
"1645876800";"26.02.2022 14:00";"777,4";"693,5";"1038,5";"834,9"
"1645880400";"26.02.2022 15:00";"836,8";"619,9";"1037,1";"747"
"1645884000";"26.02.2022 16:00";"938,8";"619,7";"1046,4";"706,9"
"1645887600";"26.02.2022 17:00";"1034,2";"608,8";"1116";"665,6"
"1645891200";"26.02.2022 18:00";"1097,8";"623,7";"1153,9";"681,4"
"1645894800";"26.02.2022 19:00";"1106,8";"640,8";"1123,1";"683,6"
"1645898400";"26.02.2022 20:00";"1074,3";"633,8";"1095,8";"662"
"1645902000";"26.02.2022 21:00";"1044,4";"612,3";"1053,8";"657,8"
"1645905600";"26.02.2022 22:00";"992,1";"602,9";"1015,9";"647,9"
"1645909200";"26.02.2022 23:00";"937,8";"590,9";"966,5";"638,4"
"1645912800";"27.02.2022 00:00";"907,6";"570,6";"944,7";"611,3"
"1645916400";"27.02.2022 01:00";"898";"563";"934,3";"596,4"
"1645920000";"27.02.2022 02:00";"890,3";"545,6";"921,1";"590"
"1645923600";"27.02.2022 03:00";"880,6";"557,4";"922,6";"593,6"
"1645927200";"27.02.2022 04:00";"884,5";"566";"907,4";"597,6"
"1645930800";"27.02.2022 05:00";"900,6";"609,7";"932,1";"607,6"
"1645934400";"27.02.2022 06:00";"925,7";"625";"957,2";"619,1"
"1645938000";"27.02.2022 07:00";"922,7";"611,8";"992,1";"634,6"
"1645941600";"27.02.2022 08:00";"929,2";"640,8";"1031,5";"670,7"
"1645945200";"27.02.2022 09:00";"901,6";"644,7";"1072";"746,9"
"1645948800";"27.02.2022 10:00";"896,2";"650,1";"1081,7";"796"
"1645952400";"27.02.2022 11:00";"862,1";"651,7";"1078,8";"825,7"
"1645956000";"27.02.2022 12:00";"824,7";"597,4";"1035,8";"834,3"
"1645959600";"27.02.2022 13:00";"799,3";"591,8";"1034,9";"826,4"
"1645963200";"27.02.2022 14:00";"804";"611,9";"1040,6";"803,3"
"1645966800";"27.02.2022 15:00";"847,9";"634,9";"1055,4";"744,9"
"1645970400";"27.02.2022 16:00";"923,9";"638,9";"1090,5";"719,6"
"1645974000";"27.02.2022 17:00";"1005,5";"677,7";"1150,2";"730"
"1645977600";"27.02.2022 18:00";"1084,1";"687,4";"1173,2";"723,9"
"1645981200";"27.02.2022 19:00";"1088";"682,8";"1135,8";"777,8"
"1645984800";"27.02.2022 20:00";"1057,6";"677";"1091,5";"769,2"
"1645988400";"27.02.2022 21:00";"1017,5";"657,6";"1124,1";"744,4"
"1645992000";"27.02.2022 22:00";"972,5";"659,3";"1081,3";"743,1"
"1645995600";"27.02.2022 23:00";"933,6";"692,2";"1002,6";"705,1"
"1645999200";"28.02.2022 00:00";"895,5";"697,6";"956,6";"698,5"
"1646002800";"28.02.2022 01:00";"875,4";"700,3";"937,2";"730"
"1646006400";"28.02.2022 02:00";"861,3";"715";"910,6";"750,2"
"1646010000";"28.02.2022 03:00";"857,3";"722,6";"903,5";"751,2"
"1646013600";"28.02.2022 04:00";"862,7";"730,9";"912,3";"757,1"
"1646017200";"28.02.2022 05:00";"904,7";"793";"941,4";"825,1"
"1646020800";"28.02.2022 06:00";"1012,4";"836,8";"1046";"861,2"
"1646024400";"28.02.2022 07:00";"1096,6";"862,2";"1173,2";"889,3"
"1646028000";"28.02.2022 08:00";"1143,9";"871,1";"1230,7";"902,9"
"1646031600";"28.02.2022 09:00";"1060,3";"861,6";"1264,1";"969,3"
"1646035200";"28.02.2022 10:00";"956,8";"841,1";"1236,5";"1028,8"
"1646038800";"28.02.2022 11:00";"902,7";"771,9";"1180";"1032,1"
"1646042400";"28.02.2022 12:00";"861,4";"780,3";"1122,8";"1040,3"
"1646046000";"28.02.2022 13:00";"876,3";"734";"1153,5";"1003,4"
"1646049600";"28.02.2022 14:00";"895";"748,2";"1109";"998,5"
"1646053200";"28.02.2022 15:00";"968,7";"744";"1126,5";"911,7"
"1646056800";"28.02.2022 16:00";"1037,7";"737,6";"1147,5";"901,5"
"1646060400";"28.02.2022 17:00";"1106,8";"814,2";"1166,9";"866,5"
"1646064000";"28.02.2022 18:00";"1164,9";"823,9";"1217";"866,4"
"1646067600";"28.02.2022 19:00";"1158";"816,7";"1201,6";"874,3"
"1646071200";"28.02.2022 20:00";"1125,5";"846,3";"1157,4";"878"
"1646074800";"28.02.2022 21:00";"1075,5";"850,7";"1144,2";"878,3"
"1646078400";"28.02.2022 22:00";"1012,8";"826,3";"1088,3";"848,8"
"1646082000";"28.02.2022 23:00";"939,4";"746,1";"1017,6";"792,6"
"1646085600";"01.03.2022 00:00";"904,5";"684,3";"948,7";"728,4"
"1646089200";"01.03.2022 01:00";"881";"614,6";"928,5";"594,8"
"1646092800";"01.03.2022 02:00";"862,7";"633,6";"915,3";"593,1"
"1646096400";"01.03.2022 03:00";"860,8";"621,9";"932,4";"595,5"
"1646100000";"01.03.2022 04:00";"875,6";"609,6";"938,8";"617,6"
"1646103600";"01.03.2022 05:00";"908,8";"607,2";"979,8";"642,6"
"1646107200";"01.03.2022 06:00";"1015,1";"730,1";"1074,5";"767,6"
"1646110800";"01.03.2022 07:00";"1099,8";"776";"1176,8";"822,4"
"1646114400";"01.03.2022 08:00";"1129,9";"786,9";"1245,2";"875"
"1646118000";"01.03.2022 09:00";"1070";"786,3";"1223,6";"943,6"
"1646121600";"01.03.2022 10:00";"974,9";"767,2";"1190,1";"962,1"
"1646125200";"01.03.2022 11:00";"889,3";"743,7";"1134,7";"958,1"
"1646128800";"01.03.2022 12:00";"847,1";"715,5";"1123,5";"983,1"
"1646132400";"01.03.2022 13:00";"865,5";"737,1";"1123,5";"992"
"1646136000";"01.03.2022 14:00";"885,2";"764,6";"1122,2";"976,2"
"1646139600";"01.03.2022 15:00";"958";"774,7";"1135,8";"926,3"
"1646143200";"01.03.2022 16:00";"1033,7";"772";"1153,4";"903,9"
"1646146800";"01.03.2022 17:00";"1098,6";"787";"1154,1";"838,7"
"1646150400";"01.03.2022 18:00";"1146";"804,9";"1227,1";"853,3"
"1646154000";"01.03.2022 19:00";"1147,5";"859,1";"1222,3";"862,2"
"1646157600";"01.03.2022 20:00";"1114,6";"839,1";"1184,4";"849,8"
"1646161200";"01.03.2022 21:00";"1072,4";"815,5";"1146,2";"847,6"
"1646164800";"01.03.2022 22:00";"1018,1";"825,6";"1075,9";"865,1"
"1646168400";"01.03.2022 23:00";"946,7";"799,3";"988,7";"810,7"
"1646172000";"02.03.2022 00:00";"898,9";"722,2";"964,3";"734,7"
"1646175600";"02.03.2022 01:00";"880,4";"804,9";"969,5";"843,6"
"1646179200";"02.03.2022 02:00";"865,3";"829,5";"956,2";"881,5"
"1646182800";"02.03.2022 03:00";"864,7";"824,3";"909,8";"882,2"
"1646186400";"02.03.2022 04:00";"876,6";"858,8";"937,2";"908,7"
"1646190000";"02.03.2022 05:00";"906,6";"878,1";"876";"863,1"
"1646193600";"02.03.2022 06:00";"1010,6";"963,3";"955,1";"945,2"
"1646197200";"02.03.2022 07:00";"1089";"1033,8";"1153,1";"1133,1"
"1646200800";"02.03.2022 08:00";"1169,9";"1044,4";"1253,3";"1146,1"
"1646204400";"02.03.2022 09:00";"1187,6";"1098,7";"1269,8";"1227,7"
"1646208000";"02.03.2022 10:00";"1179,2";"1105,3";"1252,1";"1232,1"
"1646211600";"02.03.2022 11:00";"1167,6";"1083";"1239,3";"1219,3"
"1646215200";"02.03.2022 12:00";"1140,8";"1083,1";"1238,1";"1218,1"
"1646218800";"02.03.2022 13:00";"1146,2";"1078,8";"1236,3";"1213,7"
"1646222400";"02.03.2022 14:00";"1129,5";"1065,3";"1222,7";"1192,7"
"1646226000";"02.03.2022 15:00";"1140";"1036,2";"1246,7";"1152,1"
"1646229600";"02.03.2022 16:00";"1146,3";"983,4";"1228,8";"1063,5"
"1646233200";"02.03.2022 17:00";"1157,9";"980,5";"1216,1";"1034,2"
"1646236800";"02.03.2022 18:00";"1199,7";"994";"1259";"1057,5"
"1646240400";"02.03.2022 19:00";"1183,6";"991,9";"1259";"1059,4"
"1646244000";"02.03.2022 20:00";"1142,9";"946,4";"1224,3";"1013,4"
"1646247600";"02.03.2022 21:00";"1088,4";"942,9";"1175,1";"1010,8"
"1646251200";"02.03.2022 22:00";"1027,3";"892,1";"1114,4";"939,6"
"1646254800";"02.03.2022 23:00";"952,1";"889,9";"1024,3";"935,1"
"1646258400";"03.03.2022 00:00";"903,7";"839,1";"976,4";"900,3"
"1646262000";"03.03.2022 01:00";"876,7";"724,5";"948,7";"822"
"1646265600";"03.03.2022 02:00";"867,3";"839,6";"926,2";"902,4"
"1646269200";"03.03.2022 03:00";"867,4";"861,2";"916,2";"896,2"
"1646272800";"03.03.2022 04:00";"869,4";"854,5";"912,5";"892,5"
"1646276400";"03.03.2022 05:00";"907,4";"907,7";"972";"949,9"
"1646280000";"03.03.2022 06:00";"1009,3";"978,1";"1073,7";"1024,4"
"1646283600";"03.03.2022 07:00";"1100,8";"1061,4";"1127,4";"1124,1"
"1646287200";"03.03.2022 08:00";"1187,7";"1090,6";"1159,8";"1137,9"
"1646290800";"03.03.2022 09:00";"1203,1";"1122,3";"1172,7";"1159,6"
"1646294400";"03.03.2022 10:00";"1168,3";"1062,8";"1214,5";"1194,5"
"1646298000";"03.03.2022 11:00";"1113,1";"1019,1";"1192,6";"1172,6"
"1646301600";"03.03.2022 12:00";"1047,1";"1035";"1151";"1235,5"
"1646305200";"03.03.2022 13:00";"1044,6";"1072,5";"1184,5";"1164,5"
"1646308800";"03.03.2022 14:00";"1038,5";"1056,4";"1176,8";"1156,8"
"1646312400";"03.03.2022 15:00";"1065,7";"1040,8";"1170";"1146,4"
"1646316000";"03.03.2022 16:00";"1089,9";"1055,2";"1170,8";"1150,8"
"1646319600";"03.03.2022 17:00";"1127,4";"1061,1";"1199,7";"1159,5"
"1646323200";"03.03.2022 18:00";"1172,4";"1148,4";"1178,4";"1167,7"
"1646326800";"03.03.2022 19:00";"1161,5";"1165,6";"1191,4";"1173,9"
"1646330400";"03.03.2022 20:00";"1131,8";"1133,4";"1220,5";"1200,5"
"1646334000";"03.03.2022 21:00";"1080,3";"1101,3";"1156,7";"1133,5"
"1646337600";"03.03.2022 22:00";"1012,2";"1021";"1083,6";"1064,1"
"1646341200";"03.03.2022 23:00";"951,5";"1001,4";"1055,1";"1053,3"
"1646344800";"04.03.2022 00:00";"925,9";"1020,8";"984,9";"1036,9"
"1646348400";"04.03.2022 01:00";"897,2";"1015,9";"951,4";"1026,3"
"1646352000";"04.03.2022 02:00";"882,7";"1022,1";"937";"1043,6"
"1646355600";"04.03.2022 03:00";"880,4";"1018,6";"939,7";"1058,4"
"1646359200";"04.03.2022 04:00";"883,7";"971,3";"925,7";"1061,4"
"1646362800";"04.03.2022 05:00";"919,3";"976,9";"971,2";"1164,2"
"1646366400";"04.03.2022 06:00";"1013,3";"1062,2";"1107,1";"1219,6"
"1646370000";"04.03.2022 07:00";"1103,5";"1089,3";"1197";"1234,4"
"1646373600";"04.03.2022 08:00";"1131,5";"1102,4";"1270,7";"1253,2"
"1646377200";"04.03.2022 09:00";"1061,9";"1124,5";"1286";"1188,3"
"1646380800";"04.03.2022 10:00";"986,4";"1131,6";"1244,3";"1301"
"1646384400";"04.03.2022 11:00";"964,7";"1141,3";"1154,5";"1236"
"1646388000";"04.03.2022 12:00";"941,1";"1212,7";"1113,9";"1347,2"
"1646391600";"04.03.2022 13:00";"947,9";"1204,9";"1135,6";"1347,5"
"1646395200";"04.03.2022 14:00";"940,8";"1205,7";"1143,4";"1317,7"
"1646398800";"04.03.2022 15:00";"990,3";"1209,4";"1168,4";"1294,1"
"1646402400";"04.03.2022 16:00";"1059,5";"1187,8";"1187";"1256,8"
"1646406000";"04.03.2022 17:00";"1138,9";"1166";"1204,8";"1219,5"
"1646409600";"04.03.2022 18:00";"1200,8";"1155";"1241,9";"1195,7"
"1646413200";"04.03.2022 19:00";"1202,5";"1160,4";"1230,8";"1199,4"
"1646416800";"04.03.2022 20:00";"1172,1";"1176,6";"1215,9";"1201,3"
"1646420400";"04.03.2022 21:00";"1122,3";"1147,3";"1168,2";"1186,3"
"1646424000";"04.03.2022 22:00";"1054,9";"1095,1";"1104,1";"1138"
"1646427600";"04.03.2022 23:00";"983,5";"1002,6";"1026";"1038"
"1646431200";"05.03.2022 00:00";"948,7";"927,9";"988,2";"967,9"
"1646434800";"05.03.2022 01:00";"932,1";"885,1";"937,1";"922,3"
"1646438400";"05.03.2022 02:00";"927,2";"877,8";"934,4";"914,3"
"1646442000";"05.03.2022 03:00";"927,3";"872,1";"909,3";"903"
"1646445600";"05.03.2022 04:00";"923,7";"867";"931,7";"911,8"
"1646449200";"05.03.2022 05:00";"937,8";"877,4";"957,6";"929,8"
"1646452800";"05.03.2022 06:00";"971,5";"885,4";"989,6";"934"
"1646456400";"05.03.2022 07:00";"977,9";"903,2";"1023,1";"940,2"
"1646460000";"05.03.2022 08:00";"958,5";"916,4";"1068";"986,7"
"1646463600";"05.03.2022 09:00";"881,7";"928,3";"1090,1";"1042,9"
"1646467200";"05.03.2022 10:00";"818,3";"889,9";"1060,8";"1040,8"
"1646470800";"05.03.2022 11:00";"768,5";"802,6";"1018,1";"1003,4"
"1646474400";"05.03.2022 12:00";"738,1";"812";"994,7";"996,8"
"1646478000";"05.03.2022 13:00";"733,4";"847,1";"957";"1028,4"
"1646481600";"05.03.2022 14:00";"749";"842,6";"956,7";"1009,5"
"1646485200";"05.03.2022 15:00";"819,5";"839,3";"987";"957,9"
"1646488800";"05.03.2022 16:00";"926,7";"903,6";"1035,5";"970"
"1646492400";"05.03.2022 17:00";"1023,2";"947,5";"1072,6";"989,3"
"1646496000";"05.03.2022 18:00";"1088,3";"974,1";"1143,7";"1024,2"
"1646499600";"05.03.2022 19:00";"1109,8";"1004,7";"1158,5";"1037,8"
"1646503200";"05.03.2022 20:00";"1082,2";"1018,1";"1119,4";"1033,8"
"1646506800";"05.03.2022 21:00";"1039,2";"1031,1";"1091,5";"1046"
"1646510400";"05.03.2022 22:00";"987,3";"990,4";"1037,3";"992,1"
"1646514000";"05.03.2022 23:00";"937,2";"908,7";"985,2";"895,9"
"1646517600";"06.03.2022 00:00";"899,6";"908";"959,5";"899,1"
"1646521200";"06.03.2022 01:00";"868,2";"832,7";"915,7";"849,2"
"1646524800";"06.03.2022 02:00";"850,7";"857";"888,5";"856,2"
"1646528400";"06.03.2022 03:00";"843,2";"839,1";"881";"851,1"
"1646532000";"06.03.2022 04:00";"843,6";"849,1";"905,8";"825,3"
"1646535600";"06.03.2022 05:00";"851,9";"846";"889,7";"869,7"
"1646539200";"06.03.2022 06:00";"868,6";"829,1";"917,4";"856,2"
"1646542800";"06.03.2022 07:00";"875,9";"776,6";"992";"803,8"
"1646546400";"06.03.2022 08:00";"906,4";"759,5";"1040,1";"829,3"
"1646550000";"06.03.2022 09:00";"914,7";"801,5";"1063,3";"888,3"
"1646553600";"06.03.2022 10:00";"861,2";"809,1";"1043,7";"927"
"1646557200";"06.03.2022 11:00";"777,2";"761,1";"1006,7";"952,7"
"1646560800";"06.03.2022 12:00";"724,1";"713,7";"980,6";"925,2"
"1646564400";"06.03.2022 13:00";"712,4";"728,2";"953,8";"913,9"
"1646568000";"06.03.2022 14:00";"713,7";"753,5";"965,1";"887,9"
"1646571600";"06.03.2022 15:00";"773,9";"687,5";"995,3";"810,7"
"1646575200";"06.03.2022 16:00";"874,8";"800,2";"1047,3";"903,3"
"1646578800";"06.03.2022 17:00";"987,2";"853,9";"1092,1";"908,7"
"1646582400";"06.03.2022 18:00";"1067,4";"865,5";"1114,7";"932"
"1646586000";"06.03.2022 19:00";"1091,9";"892,2";"1141,2";"933,6"
"1646589600";"06.03.2022 20:00";"1059,1";"892,4";"1147,7";"930,3"
"1646593200";"06.03.2022 21:00";"1011,6";"850,8";"1123,9";"889,6"
"1646596800";"06.03.2022 22:00";"958,2";"806";"1044,8";"864,6"
"1646600400";"06.03.2022 23:00";"898,1";"781,5";"976,9";"856,5"
"1646604000";"07.03.2022 00:00";"857,3";"759";"950,2";"847,9"
"1646607600";"07.03.2022 01:00";"835,7";"790,4";"893,3";"830,5"
"1646611200";"07.03.2022 02:00";"826,7";"743,2";"877,2";"779,9"
"1646614800";"07.03.2022 03:00";"829,1";"758,2";"881,9";"811,4"
"1646618400";"07.03.2022 04:00";"831,5";"777,9";"881,4";"855,2"
"1646622000";"07.03.2022 05:00";"874,6";"880,2";"935,7";"896,2"
"1646625600";"07.03.2022 06:00";"970,7";"975,4";"1078,3";"1044,5"
"1646629200";"07.03.2022 07:00";"1080,3";"1140,3";"1157";"1195,7"
"1646632800";"07.03.2022 08:00";"1171,6";"1177";"1236,1";"1240,3"
"1646636400";"07.03.2022 09:00";"1186,1";"1210,3";"1277,1";"1287,8"
"1646640000";"07.03.2022 10:00";"1167";"1197,4";"1270,7";"1306"
"1646643600";"07.03.2022 11:00";"1144,8";"1176,5";"1257,3";"1300,6"
"1646647200";"07.03.2022 12:00";"1134,9";"1180,2";"1219,8";"1309,1"
"1646650800";"07.03.2022 13:00";"1145,2";"1170,4";"1221,5";"1301,5"
"1646654400";"07.03.2022 14:00";"1139,8";"1188,9";"1217,5";"1293,8"
"1646658000";"07.03.2022 15:00";"1149,8";"1185,8";"1230,5";"1252,3"
"1646661600";"07.03.2022 16:00";"1151,2";"1180,7";"1228,4";"1240,6"
"1646665200";"07.03.2022 17:00";"1169,3";"1150,5";"1252,6";"1201,4"
"1646668800";"07.03.2022 18:00";"1207,3";"1156,8";"1297,6";"1206,7"
"1646672400";"07.03.2022 19:00";"1196,8";"1155,2";"1245,2";"1211,3"
"1646676000";"07.03.2022 20:00";"1167,2";"1159,1";"1207,5";"1187,2"
"1646679600";"07.03.2022 21:00";"1106,9";"1092,5";"1178,9";"1135,7"
"1646683200";"07.03.2022 22:00";"1038,2";"1028,8";"1114,2";"1084,8"
"1646686800";"07.03.2022 23:00";"965,1";"939,5";"1013,4";"1000,2"
"1646690400";"08.03.2022 00:00";"928,5";"946,6";"964,7";"984,7"
"1646694000";"08.03.2022 01:00";"902,9";"875,3";"956,1";"933,2"
"1646697600";"08.03.2022 02:00";"894,9";"875,7";"961,2";"928"
"1646701200";"08.03.2022 03:00";"894,3";"877,4";"955,6";"920,1"
"1646704800";"08.03.2022 04:00";"886,6";"882,2";"944,9";"924,4"
"1646708400";"08.03.2022 05:00";"923,4";"911,4";"976,4";"956,4"
"1646712000";"08.03.2022 06:00";"1039,1";"1088,5";"1068,3";"1151"
"1646715600";"08.03.2022 07:00";"1134,8";"1240,5";"1170,5";"1290,7"
"1646719200";"08.03.2022 08:00";"1207,8";"1267,7";"1221,8";"1334,7"
"1646722800";"08.03.2022 09:00";"1195,7";"1287,9";"1259,8";"1385,6"
