"Ajatempel (UTC)";"Kuupaev (Eesti aeg)";"Tarbimine";"Tootmine";"Planeeritud tarbimine";"Planeeritud tootmine"
"1646726400";"08.03.2022 10:00";"1184,8";"1294,1";"1260,7";"1385,6"
"1646730000";"08.03.2022 11:00";"1173,6";"1274";"1304,8";"1374,2"
"1646733600";"08.03.2022 12:00";"1171,5";"1276,8";"1253,6";"1389,5"
"1646737200";"08.03.2022 13:00";"1190,8";"1272,6";"1274,6";"1376,8"
"1646740800";"08.03.2022 14:00";"1185";"1253,9";"1233,1";"1363,1"
"1646744400";"08.03.2022 15:00";"1194,1";"1251,3";"1259";"1343,4"
"1646748000";"08.03.2022 16:00";"1194,5";"1255,1";"1238,9";"1310,4"
"1646751600";"08.03.2022 17:00";"1198,1";"1236,9";"1235,6";"1288,3"
"1646755200";"08.03.2022 18:00";"1232,5";"1240,6";"1219,4";"1298,4"
"1646758800";"08.03.2022 19:00";"1214,7";"1244,3";"1247";"1288,8"
"1646762400";"08.03.2022 20:00";"1183,5";"1251,8";"1181";"1287,2"
"1646766000";"08.03.2022 21:00";"1127,4";"1244,6";"1148";"1284,7"
"1646769600";"08.03.2022 22:00";"1053,5";"1246,5";"1080,6";"1285,2"
"1646773200";"08.03.2022 23:00";"974,5";"1243,3";"1001";"1286,8"
"1646776800";"09.03.2022 00:00";"925,7";"1230";"961,5";"1274,9"
"1646780400";"09.03.2022 01:00";"890,6";"1099,1";"975,6";"1148,9"
"1646784000";"09.03.2022 02:00";"870,5";"1019,6";"941,1";"1071,4"
"1646787600";"09.03.2022 03:00";"876,2";"1022,1";"912,6";"1075,2"
"1646791200";"09.03.2022 04:00";"891,6";"1030,3";"922,5";"1076,3"
"1646794800";"09.03.2022 05:00";"932,4";"1034";"975,3";"1079,5"
"1646798400";"09.03.2022 06:00";"1045,5";"1050,2";"1076,4";"1107,3"
"1646802000";"09.03.2022 07:00";"1140,4";"1073,4";"1168,7";"1093,4"
"1646805600";"09.03.2022 08:00";"1225,5";"1158";"1245,6";"1231,2"
"1646809200";"09.03.2022 09:00";"1225,5";"1218,7";"1241,5";"1322,1"
"1646812800";"09.03.2022 10:00";"1168,4";"1245";"1197";"1367,2"
"1646816400";"09.03.2022 11:00";"1270,6";"1429,4";"1198,8";"1410,9"
"1646820000";"09.03.2022 12:00";"1207,4";"1426,6";"1212";"1407"
"1646823600";"09.03.2022 13:00";"1156,3";"1386,9";"1228,5";"1409,8"
"1646827200";"09.03.2022 14:00";"1115,2";"1360,5";"1166,5";"1400,3"
"1646830800";"09.03.2022 15:00";"1143";"1347,5";"1177,2";"1374,3"
"1646834400";"09.03.2022 16:00";"1176,4";"1299,4";"1184";"1289"
"1646838000";"09.03.2022 17:00";"1198,8";"1249,7";"1199,5";"1261"
"1646841600";"09.03.2022 18:00";"1240,2";"1244,9";"1230,9";"1283,3"
"1646845200";"09.03.2022 19:00";"1257,9";"1247,7";"1249,1";"1278,6"
"1646848800";"09.03.2022 20:00";"1231";"1265";"1220,8";"1282,6"
"1646852400";"09.03.2022 21:00";"1178,2";"1178,7";"1179,6";"1159,6"
"1646856000";"09.03.2022 22:00";"1107,8";"1142,1";"1104,8";"1084,8"
"1646859600";"09.03.2022 23:00";"1039,9";"1030";"1046,6";"1005"
"1646863200";"10.03.2022 00:00";"1005,1";"982,6";"986,3";"974,3"
"1646866800";"10.03.2022 01:00";"983,2";"974,3";"1009,2";"984,6"
"1646870400";"10.03.2022 02:00";"975,9";"990,2";"994,1";"972,1"
"1646874000";"10.03.2022 03:00";"977,6";"1007,7";"999,6";"979,6"
"1646877600";"10.03.2022 04:00";"982,4";"990,8";"1007,4";"988,2"
"1646881200";"10.03.2022 05:00";"1023,9";"978,8";"1046,2";"1006,6"
"1646884800";"10.03.2022 06:00";"1133,5";"1051,1";"1144,3";"1073,5"
"1646888400";"10.03.2022 07:00";"1210,3";"1163";"1212,5";"1174"
"1646892000";"10.03.2022 08:00";"1249,1";"1224,8";"1297,6";"1230"
"1646895600";"10.03.2022 09:00";"1206,6";"1257,4";"1287,4";"1267,4"
"1646899200";"10.03.2022 10:00";"1142,8";"1225,2";"1237,1";"1244,5"
"1646902800";"10.03.2022 11:00";"1114,2";"1203";"1182,7";"1235,6"
"1646906400";"10.03.2022 12:00";"1086,3";"1101,5";"1106,5";"1095,9"
"1646910000";"10.03.2022 13:00";"1107";"1097,2";"1071,8";"1051,8"
"1646913600";"10.03.2022 14:00";"1101,2";"1089,6";"1081,1";"1059,5"
"1646917200";"10.03.2022 15:00";"1156,2";"1141,1";"1114,4";"1094,4"
"1646920800";"10.03.2022 16:00";"1193,1";"1176,3";"1163";"1142,7"
"1646924400";"10.03.2022 17:00";"1204";"1161,2";"1174,9";"1154,9"
"1646928000";"10.03.2022 18:00";"1241,3";"1181,6";"1234,4";"1202,4"
"1646931600";"10.03.2022 19:00";"1254,5";"1190,4";"1270";"1234,9"
"1646935200";"10.03.2022 20:00";"1223,6";"1130,7";"1225,9";"1142,2"
"1646938800";"10.03.2022 21:00";"1168,8";"1083,1";"1204,2";"1080"
"1646942400";"10.03.2022 22:00";"1086,9";"1060,3";"1172,6";"1083,3"
"1646946000";"10.03.2022 23:00";"1005";"969,6";"1067,6";"1009"
"1646949600";"11.03.2022 00:00";"961,3";"888,5";"1016,7";"936,8"
"1646953200";"11.03.2022 01:00";"932,2";"699,5";"1007,9";"758,1"
"1646956800";"11.03.2022 02:00";"901,7";"738";"998,4";"800,6"
"1646960400";"11.03.2022 03:00";"889,7";"770,8";"1000,4";"815"
"1646964000";"11.03.2022 04:00";"895";"754,4";"976,5";"811,3"
"1646967600";"11.03.2022 05:00";"936,1";"769,4";"1011,1";"813,1"
"1646971200";"11.03.2022 06:00";"1044,6";"760,9";"1137,4";"818,1"
"1646974800";"11.03.2022 07:00";"1144";"839,1";"1172,7";"888,9"
"1646978400";"11.03.2022 08:00";"1212,9";"899,5";"1245,7";"926,5"
"1646982000";"11.03.2022 09:00";"1198,6";"931,4";"1274";"951,6"
"1646985600";"11.03.2022 10:00";"1121,5";"931";"1239,6";"970,9"
"1646989200";"11.03.2022 11:00";"1082,6";"935,5";"1177,3";"1001,4"
"1646992800";"11.03.2022 12:00";"1046,4";"891,8";"1126,2";"954,2"
"1646996400";"11.03.2022 13:00";"1086,3";"900,4";"1142,2";"927,6"
"1647000000";"11.03.2022 14:00";"1119,3";"891,3";"1140,1";"913"
"1647003600";"11.03.2022 15:00";"1147,9";"899,5";"1118";"889,7"
"1647007200";"11.03.2022 16:00";"1159,7";"844,9";"1160,5";"848"
"1647010800";"11.03.2022 17:00";"1147,7";"841,1";"1162,1";"889,8"
"1647014400";"11.03.2022 18:00";"1178,8";"848,2";"1219,9";"900,8"
"1647018000";"11.03.2022 19:00";"1185,7";"836,4";"1214,5";"883"
"1647021600";"11.03.2022 20:00";"1141,3";"811,3";"1195,3";"873,9"
"1647025200";"11.03.2022 21:00";"1095,7";"780,1";"1153,1";"878,1"
"1647028800";"11.03.2022 22:00";"1023,3";"752,9";"1110,7";"855,9"
"1647032400";"11.03.2022 23:00";"950,5";"709,5";"1075,3";"796,3"
"1647036000";"12.03.2022 00:00";"915,3";"692,9";"1007,3";"771,7"
"1647039600";"12.03.2022 01:00";"885,2";"662,2";"972";"743,2"
"1647043200";"12.03.2022 02:00";"867,1";"661";"950,3";"732,8"
"1647046800";"12.03.2022 03:00";"858,2";"627,7";"943,6";"735"
"1647050400";"12.03.2022 04:00";"856,2";"600,2";"931,4";"733,6"
"1647054000";"12.03.2022 05:00";"868,7";"627,1";"945,3";"730,3"
"1647057600";"12.03.2022 06:00";"890,8";"643,4";"965,7";"730,3"
"1647061200";"12.03.2022 07:00";"924,7";"647,9";"1027,7";"749,3"
"1647064800";"12.03.2022 08:00";"1015,2";"712,4";"1062,6";"787,1"
"1647068400";"12.03.2022 09:00";"1062,2";"771,3";"1069,1";"857,7"
"1647072000";"12.03.2022 10:00";"1047,9";"803,3";"1070,2";"888,8"
"1647075600";"12.03.2022 11:00";"978,9";"836,3";"1078,1";"907,1"
"1647079200";"12.03.2022 12:00";"925,1";"802,3";"1049,3";"863,8"
"1647082800";"12.03.2022 13:00";"902,1";"789,5";"990,9";"840,6"
"1647086400";"12.03.2022 14:00";"900,4";"733,7";"982";"795,4"
"1647090000";"12.03.2022 15:00";"916,6";"747,7";"982,3";"814,2"
"1647093600";"12.03.2022 16:00";"970";"653,1";"1002";"665,3"
"1647097200";"12.03.2022 17:00";"995,1";"635,6";"1045,9";"707,7"
"1647100800";"12.03.2022 18:00";"1039,5";"674,5";"1120,1";"761,5"
"1647104400";"12.03.2022 19:00";"1076,7";"691";"1133";"771,6"
"1647108000";"12.03.2022 20:00";"1056,1";"686,2";"1128,6";"775,4"
"1647111600";"12.03.2022 21:00";"1019,1";"668,3";"1087,8";"756,3"
"1647115200";"12.03.2022 22:00";"959,7";"636";"1049,5";"719,1"
"1647118800";"12.03.2022 23:00";"916,8";"680,6";"1008,7";"782,9"
"1647122400";"13.03.2022 00:00";"877,2";"603,1";"943,5";"688,5"
"1647126000";"13.03.2022 01:00";"853,3";"622,2";"957";"697,2"
"1647129600";"13.03.2022 02:00";"840,1";"644,4";"949,5";"721,1"
"1647133200";"13.03.2022 03:00";"840,7";"642,5";"941,2";"720,3"
"1647136800";"13.03.2022 04:00";"845,5";"642,3";"938,9";"726,7"
"1647140400";"13.03.2022 05:00";"863,4";"642";"950";"727,3"
"1647144000";"13.03.2022 06:00";"875,4";"615,9";"974,5";"688,6"
"1647147600";"13.03.2022 07:00";"893,3";"616";"990,9";"692,2"
"1647151200";"13.03.2022 08:00";"918,5";"669,5";"1006,5";"736,1"
"1647154800";"13.03.2022 09:00";"908,7";"699,3";"1023,1";"754,5"
"1647158400";"13.03.2022 10:00";"873,4";"701,7";"1013,9";"790,7"
"1647162000";"13.03.2022 11:00";"852,2";"713,4";"960,3";"769,5"
"1647165600";"13.03.2022 12:00";"856";"664,5";"928,1";"690,9"
"1647169200";"13.03.2022 13:00";"880,8";"681,1";"910";"684,6"
"1647172800";"13.03.2022 14:00";"872,8";"657,2";"905,1";"671,5"
"1647176400";"13.03.2022 15:00";"885,7";"610,7";"924,8";"635,8"
"1647180000";"13.03.2022 16:00";"936,7";"558,3";"959,4";"580,3"
"1647183600";"13.03.2022 17:00";"981";"562,6";"1021,3";"597"
"1647187200";"13.03.2022 18:00";"1035,4";"623,3";"1095,9";"695,1"
"1647190800";"13.03.2022 19:00";"1079";"698";"1123,9";"788,3"
"1647194400";"13.03.2022 20:00";"1053,3";"738,7";"1090,6";"791,4"
"1647198000";"13.03.2022 21:00";"1010,9";"722,1";"1066,5";"782,2"
"1647201600";"13.03.2022 22:00";"952,9";"582,2";"1022";"627,9"
"1647205200";"13.03.2022 23:00";"892,8";"541,6";"957,7";"581,5"
"1647208800";"14.03.2022 00:00";"857,9";"528,7";"922,5";"561,3"
"1647212400";"14.03.2022 01:00";"840,7";"530";"924,3";"591,7"
"1647216000";"14.03.2022 02:00";"836,1";"529,1";"922,9";"598,8"
"1647219600";"14.03.2022 03:00";"838,7";"573,4";"915,6";"634,4"
"1647223200";"14.03.2022 04:00";"851,7";"600,7";"927,4";"647,2"
"1647226800";"14.03.2022 05:00";"902";"705";"970,6";"773,4"
"1647230400";"14.03.2022 06:00";"1012,7";"994,7";"1081,6";"1064,4"
"1647234000";"14.03.2022 07:00";"1111,6";"1169,6";"1165,7";"1253,7"
"1647237600";"14.03.2022 08:00";"1161,1";"1237,4";"1246,5";"1292"
"1647241200";"14.03.2022 09:00";"1115,8";"1287";"1238,2";"1378,6"
"1647244800";"14.03.2022 10:00";"1076,3";"1338,5";"1189,8";"1423,5"
"1647248400";"14.03.2022 11:00";"1053,5";"1368,1";"1168,5";"1438"
"1647252000";"14.03.2022 12:00";"1029,2";"1324,5";"1123";"1375,1"
"1647255600";"14.03.2022 13:00";"1041";"1294,9";"1103,8";"1328,3"
"1647259200";"14.03.2022 14:00";"1025,9";"1285,5";"1091,5";"1327,3"
"1647262800";"14.03.2022 15:00";"1042,5";"1231,4";"1099,9";"1276"
"1647266400";"14.03.2022 16:00";"1079";"1159,6";"1123,1";"1188,5"
"1647270000";"14.03.2022 17:00";"1100,4";"1122,2";"1161,2";"1160,2"
"1647273600";"14.03.2022 18:00";"1126,4";"1140,8";"1222,8";"1202,8"
"1647277200";"14.03.2022 19:00";"1160,5";"1165";"1231,2";"1211,4"
"1647280800";"14.03.2022 20:00";"1129,9";"1141,9";"1190,9";"1178,2"
"1647284400";"14.03.2022 21:00";"1081,6";"1079,3";"1157,7";"1140,2"
"1647288000";"14.03.2022 22:00";"1010,3";"1006,1";"1083";"1061,7"
"1647291600";"14.03.2022 23:00";"941,1";"958,4";"1019,5";"999,1"
"1647295200";"15.03.2022 00:00";"906,6";"907,1";"964,6";"944,6"
"1647298800";"15.03.2022 01:00";"884,4";"898,5";"956,8";"939,4"
"1647302400";"15.03.2022 02:00";"875,5";"877,6";"947";"927"
"1647306000";"15.03.2022 03:00";"874";"875,7";"940,5";"922,3"
"1647309600";"15.03.2022 04:00";"882,8";"867,1";"951,2";"921,1"
"1647313200";"15.03.2022 05:00";"923";"913,2";"995,7";"972,7"
"1647316800";"15.03.2022 06:00";"1025";"1004,5";"1104,1";"1084,1"
"1647320400";"15.03.2022 07:00";"1113,5";"1167,5";"1193,5";"1244,5"
"1647324000";"15.03.2022 08:00";"1103,8";"1217,3";"1208,6";"1334,7"
"1647327600";"15.03.2022 09:00";"914,1";"1181,4";"1182,1";"1416,4"
"1647331200";"15.03.2022 10:00";"1057,8";"1317,2";"1108,5";"1374,2"
"1647334800";"15.03.2022 11:00";"1033,3";"1386,6";"1078,3";"1448,5"
"1647338400";"15.03.2022 12:00";"1010";"1298,2";"1076,9";"1345,2"
"1647342000";"15.03.2022 13:00";"1026,8";"1243,7";"1064";"1281,7"
"1647345600";"15.03.2022 14:00";"1009,8";"1174,8";"1067,2";"1217,2"
"1647349200";"15.03.2022 15:00";"1022,4";"1124,7";"1099,3";"1176"
"1647352800";"15.03.2022 16:00";"1051,4";"1075,4";"1106";"1122"
"1647356400";"15.03.2022 17:00";"1078,9";"1092,1";"1123,6";"1125,5"
"1647360000";"15.03.2022 18:00";"1112";"1146,2";"1163,6";"1237,1"
"1647363600";"15.03.2022 19:00";"1152,2";"1180,7";"1182,2";"1247,8"
"1647367200";"15.03.2022 20:00";"1128,3";"1110,6";"1154,2";"1159,6"
"1647370800";"15.03.2022 21:00";"1073";"990,8";"1117,5";"1097,5"
"1647374400";"15.03.2022 22:00";"998,9";"998,2";"1049,5";"1029,5"
"1647378000";"15.03.2022 23:00";"920,4";"940,9";"978,8";"958,8"
"1647381600";"16.03.2022 00:00";"878,7";"900,7";"960,2";"940,2"
"1647385200";"16.03.2022 01:00";"861,7";"896,7";"973,6";"957,5"
"1647388800";"16.03.2022 02:00";"851,9";"887,9";"972,7";"952,4"
"1647392400";"16.03.2022 03:00";"854,9";"875,2";"976,8";"956,8"
"1647396000";"16.03.2022 04:00";"865,2";"871,3";"981,2";"944,8"
"1647399600";"16.03.2022 05:00";"907,2";"913,1";"1020,3";"983,5"
"1647403200";"16.03.2022 06:00";"1009,2";"941,5";"1140,7";"1033,7"
"1647406800";"16.03.2022 07:00";"1087";"1031,5";"1243,3";"1109,1"
"1647410400";"16.03.2022 08:00";"1093,6";"1116,3";"1244,5";"1230"
"1647414000";"16.03.2022 09:00";"1000,1";"1108,4";"1169,8";"1246,5"
"1647417600";"16.03.2022 10:00";"1049,1";"1142,9";"1135,4";"1196,1"
"1647421200";"16.03.2022 11:00";"1036,1";"1207,2";"1111,5";"1235,8"
"1647424800";"16.03.2022 12:00";"1016,8";"1077,8";"1096,1";"1078,2"
"1647428400";"16.03.2022 13:00";"1029,7";"1061,1";"1093,7";"1073,7"
"1647432000";"16.03.2022 14:00";"1029,6";"1058,9";"1083";"1058"
"1647435600";"16.03.2022 15:00";"1053,5";"1065";"1098,2";"1071,2"
"1647439200";"16.03.2022 16:00";"1090,1";"1109,2";"1123,8";"1103,8"
"1647442800";"16.03.2022 17:00";"1106,7";"1105,6";"1172,1";"1142,3"
"1647446400";"16.03.2022 18:00";"1131,6";"1076,4";"1204,3";"1083,3"
"1647450000";"16.03.2022 19:00";"1169,9";"1087,3";"1236,3";"1128"
"1647453600";"16.03.2022 20:00";"1143,2";"1087";"1163,1";"1129,9"
"1647457200";"16.03.2022 21:00";"1100,3";"1075,9";"1134,5";"1114,5"
"1647460800";"16.03.2022 22:00";"1025,1";"976,8";"1086,5";"1031,4"
"1647464400";"16.03.2022 23:00";"949,2";"913";"1025,7";"978,1"
"1647468000";"17.03.2022 00:00";"904,4";"844";"962,9";"921"
"1647471600";"17.03.2022 01:00";"884,6";"816,7";"920,9";"848,3"
"1647475200";"17.03.2022 02:00";"874,3";"828,1";"923,6";"844,2"
"1647478800";"17.03.2022 03:00";"872,2";"786,4";"909,2";"808,3"
"1647482400";"17.03.2022 04:00";"883,1";"815,6";"936,2";"842,1"
"1647486000";"17.03.2022 05:00";"922,3";"845,9";"986,1";"844,2"
"1647489600";"17.03.2022 06:00";"1020,4";"826,6";"1084,8";"853,7"
"1647493200";"17.03.2022 07:00";"1114,5";"948,1";"1196,1";"992,1"
"1647496800";"17.03.2022 08:00";"1149,6";"1032,4";"1206,5";"1072,9"
"1647500400";"17.03.2022 09:00";"1111,1";"1076,8";"1181,4";"1121,7"
"1647504000";"17.03.2022 10:00";"1078,6";"1079,4";"1139,1";"1118,9"
"1647507600";"17.03.2022 11:00";"1057,9";"1063,2";"1116,2";"1068,5"
"1647511200";"17.03.2022 12:00";"1042,4";"1042,5";"1064,3";"1027"
"1647514800";"17.03.2022 13:00";"1052,8";"1031,7";"1050";"1005,5"
"1647518400";"17.03.2022 14:00";"1037";"1002,4";"1062";"992,9"
"1647522000";"17.03.2022 15:00";"1056";"980,6";"1064,8";"997,4"
"1647525600";"17.03.2022 16:00";"1086,7";"953,8";"1069,9";"940,5"
"1647529200";"17.03.2022 17:00";"1107,3";"925,8";"1126";"924,5"
"1647532800";"17.03.2022 18:00";"1128,4";"949,4";"1173,4";"995,4"
"1647536400";"17.03.2022 19:00";"1168,2";"973,4";"1216,4";"1007,1"
"1647540000";"17.03.2022 20:00";"1140,8";"1010,7";"1207,2";"1003,9"
"1647543600";"17.03.2022 21:00";"1094,7";"1022,9";"1137,8";"1012,6"
"1647547200";"17.03.2022 22:00";"1017,2";"937,3";"1059";"922,1"
"1647550800";"17.03.2022 23:00";"936,5";"843,9";"993";"838,7"
"1647554400";"18.03.2022 00:00";"896";"838";"947,8";"835,6"
"1647558000";"18.03.2022 01:00";"882,1";"915,6";"960,5";"940,1"
"1647561600";"18.03.2022 02:00";"875,3";"913,3";"945";"924,7"
"1647565200";"18.03.2022 03:00";"871";"906";"962,9";"949,6"
"1647568800";"18.03.2022 04:00";"880,4";"882,9";"971,7";"952,3"
"1647572400";"18.03.2022 05:00";"923,2";"911,1";"1007";"954,4"
"1647576000";"18.03.2022 06:00";"1016,7";"956,8";"1142";"971,9"
"1647579600";"18.03.2022 07:00";"1111,1";"1053,1";"1243,3";"1109,5"
"1647583200";"18.03.2022 08:00";"1152";"1128,2";"1237,4";"1158,5"
"1647586800";"18.03.2022 09:00";"1129";"1161,2";"1164";"1144"
"1647590400";"18.03.2022 10:00";"1097,4";"1164,1";"1124,3";"1104,3"
"1647594000";"18.03.2022 11:00";"1083,6";"1129,9";"1075,1";"1055,1"
"1647597600";"18.03.2022 12:00";"1037,5";"1077,3";"1054,8";"1034,8"
"1647601200";"18.03.2022 13:00";"1030,8";"1071,3";"1054,3";"1034,3"
"1647604800";"18.03.2022 14:00";"1000,8";"1055,5";"1076,1";"1054,2"
"1647608400";"18.03.2022 15:00";"1037,1";"998,9";"1099,6";"1024,9"
"1647612000";"18.03.2022 16:00";"1091,7";"984,9";"1138";"989,9"
"1647615600";"18.03.2022 17:00";"1114,9";"1009,9";"1178,1";"1032"
"1647619200";"18.03.2022 18:00";"1131,9";"1006,1";"1243,4";"1035,7"
"1647622800";"18.03.2022 19:00";"1148,7";"987";"1262,7";"1030"
"1647626400";"18.03.2022 20:00";"1113,3";"976,3";"1190,5";"1015"
"1647630000";"18.03.2022 21:00";"1070,4";"958,1";"1125,4";"999,5"
"1647633600";"18.03.2022 22:00";"991";"946,3";"1063,7";"1004,5"
"1647637200";"18.03.2022 23:00";"914";"851,3";"1035,7";"910,9"
"1647640800";"19.03.2022 00:00";"875,8";"770,6";"1012";"849,6"
"1647644400";"19.03.2022 01:00";"847,9";"645";"1003,6";"713,3"
"1647648000";"19.03.2022 02:00";"839";"628,6";"953";"672,5"
"1647651600";"19.03.2022 03:00";"829,2";"609,4";"950";"661,2"
"1647655200";"19.03.2022 04:00";"825,6";"609,1";"947,6";"667,2"
"1647658800";"19.03.2022 05:00";"840,3";"619,9";"964,3";"668,6"
"1647662400";"19.03.2022 06:00";"854,9";"624,3";"1003,5";"675,4"
"1647666000";"19.03.2022 07:00";"906,2";"675,4";"1042,2";"729,9"
"1647669600";"19.03.2022 08:00";"998,2";"717,6";"1062,5";"756,6"
"1647673200";"19.03.2022 09:00";"1078,4";"771,2";"1086,2";"791,5"
"1647676800";"19.03.2022 10:00";"1098,3";"744,6";"1076,6";"747,3"
"1647680400";"19.03.2022 11:00";"1111,7";"738,7";"1054,6";"724,8"
"1647684000";"19.03.2022 12:00";"1076,2";"680,3";"1030";"656,7"
"1647687600";"19.03.2022 13:00";"1035,1";"654,1";"1025,5";"653,1"
"1647691200";"19.03.2022 14:00";"987";"641,7";"1003,8";"624,9"
"1647694800";"19.03.2022 15:00";"960";"620,6";"997,8";"584,4"
"1647698400";"19.03.2022 16:00";"992,3";"602,2";"1003,5";"571"
"1647702000";"19.03.2022 17:00";"1028,4";"666,9";"1040,3";"663,6"
"1647705600";"19.03.2022 18:00";"1046,3";"689,3";"1133,3";"722,7"
"1647709200";"19.03.2022 19:00";"1095,8";"707,6";"1133,7";"728,6"
"1647712800";"19.03.2022 20:00";"1071,3";"724,3";"1114,9";"741,8"
"1647716400";"19.03.2022 21:00";"1028,9";"698,6";"1091,4";"706,4"
"1647720000";"19.03.2022 22:00";"971,2";"597,3";"1036";"656,2"
"1647723600";"19.03.2022 23:00";"923,1";"649,2";"985,5";"641,8"
"1647727200";"20.03.2022 00:00";"882,6";"619,3";"928,3";"611,9"
"1647730800";"20.03.2022 01:00";"850,4";"585,6";"906,2";"572,4"
"1647734400";"20.03.2022 02:00";"836,9";"538,8";"882,1";"472,6"
"1647738000";"20.03.2022 03:00";"834,1";"509,2";"882,4";"489,1"
"1647741600";"20.03.2022 04:00";"831";"499,9";"884,3";"492,2"
"1647745200";"20.03.2022 05:00";"838,1";"507,4";"888,2";"500,2"
"1647748800";"20.03.2022 06:00";"839";"503,4";"908";"496,2"
"1647752400";"20.03.2022 07:00";"858,8";"547,2";"949,1";"559,5"
"1647756000";"20.03.2022 08:00";"876,2";"566";"953,1";"566,4"
"1647759600";"20.03.2022 09:00";"881,5";"613,1";"959,4";"599,2"
"1647763200";"20.03.2022 10:00";"876,5";"643,7";"944,7";"648,3"
"1647766800";"20.03.2022 11:00";"876,9";"668,4";"883,5";"649,1"
"1647770400";"20.03.2022 12:00";"868,5";"682,5";"862,1";"650,2"
"1647774000";"20.03.2022 13:00";"858,5";"685,5";"854,9";"648,3"
"1647777600";"20.03.2022 14:00";"851,7";"661,7";"850,2";"623,8"
"1647781200";"20.03.2022 15:00";"872,2";"617,4";"874,5";"583"
"1647784800";"20.03.2022 16:00";"939,2";"591,1";"935,8";"567,6"
"1647788400";"20.03.2022 17:00";"985,4";"594,5";"999,1";"595,2"
"1647792000";"20.03.2022 18:00";"1010,2";"623,9";"1074,1";"655,7"
"1647795600";"20.03.2022 19:00";"1072";"644,5";"1118,6";"656,5"
"1647799200";"20.03.2022 20:00";"1054,7";"641,8";"1117,7";"661,2"
"1647802800";"20.03.2022 21:00";"1003,4";"619,4";"1097,2";"660,3"
"1647806400";"20.03.2022 22:00";"929,7";"592,6";"1021,9";"623,7"
"1647810000";"20.03.2022 23:00";"868,7";"589";"975,7";"623,2"
"1647813600";"21.03.2022 00:00";"832,4";"566,1";"930,5";"605,1"
"1647817200";"21.03.2022 01:00";"810";"566";"916,3";"628,4"
"1647820800";"21.03.2022 02:00";"797,8";"558,9";"891,2";"606,4"
"1647824400";"21.03.2022 03:00";"800,4";"567,9";"877,1";"631"
"1647828000";"21.03.2022 04:00";"814,3";"608";"889,1";"641,8"
"1647831600";"21.03.2022 05:00";"858,5";"653,1";"940,6";"684,3"
"1647835200";"21.03.2022 06:00";"950,9";"700,6";"1042,4";"739,1"
"1647838800";"21.03.2022 07:00";"1043,7";"855";"1163,3";"884,8"
"1647842400";"21.03.2022 08:00";"1082,3";"980";"1207,9";"1021,1"
"1647846000";"21.03.2022 09:00";"1053,4";"1017,7";"1161,3";"1058"
"1647849600";"21.03.2022 10:00";"1032";"1043,5";"1103,1";"1083,1"
"1647853200";"21.03.2022 11:00";"1025,7";"990,9";"1045,1";"992,1"
"1647856800";"21.03.2022 12:00";"1013,1";"944,5";"1008,4";"974,1"
"1647860400";"21.03.2022 13:00";"1020,8";"976";"1009,4";"968,7"
"1647864000";"21.03.2022 14:00";"1003,9";"974,3";"1007,2";"942,7"
"1647867600";"21.03.2022 15:00";"1020,9";"952,9";"1041,2";"913,1"
"1647871200";"21.03.2022 16:00";"1053,9";"896,1";"1054,8";"862,2"
"1647874800";"21.03.2022 17:00";"1076,8";"897,5";"1110,1";"911,2"
"1647878400";"21.03.2022 18:00";"1080,6";"895";"1184,5";"938,7"
"1647882000";"21.03.2022 19:00";"1117,6";"905,4";"1212,3";"932"
"1647885600";"21.03.2022 20:00";"1091,2";"923,3";"1192,7";"931,4"
"1647889200";"21.03.2022 21:00";"1041,3";"931,5";"1141,6";"936,2"
"1647892800";"21.03.2022 22:00";"965,1";"899,8";"1079,9";"944,8"
"1647896400";"21.03.2022 23:00";"892,9";"800,7";"987,8";"885,5"
"1647900000";"22.03.2022 00:00";"855";"821,7";"952,3";"866,7"
"1647903600";"22.03.2022 01:00";"838,1";"820,9";"913,2";"861,9"
"1647907200";"22.03.2022 02:00";"834,3";"817,8";"905,1";"841,1"
"1647910800";"22.03.2022 03:00";"832,9";"823";"926,8";"859,7"
"1647914400";"22.03.2022 04:00";"842,2";"821,4";"924,8";"876,3"
"1647918000";"22.03.2022 05:00";"885,9";"856,3";"981";"920,3"
"1647921600";"22.03.2022 06:00";"974,3";"891";"1077,1";"927,6"
"1647925200";"22.03.2022 07:00";"1065,2";"1008";"1171,7";"1043,8"
"1647928800";"22.03.2022 08:00";"1109,4";"1113,1";"1180,9";"1152,2"
"1647932400";"22.03.2022 09:00";"1070,5";"1163,3";"1160,5";"1203,2"
"1647936000";"22.03.2022 10:00";"1024,7";"1196,9";"1103,7";"1236,6"
"1647939600";"22.03.2022 11:00";"1014";"1165,8";"1055,6";"1155,7"
"1647943200";"22.03.2022 12:00";"1000,7";"1132,9";"1020,9";"1112"
"1647946800";"22.03.2022 13:00";"1010,3";"1111,2";"1009,8";"1088,3"
"1647950400";"22.03.2022 14:00";"1004,9";"1050,7";"1009,8";"1007,9"
"1647954000";"22.03.2022 15:00";"1025,4";"1024,5";"1025,2";"1005,2"
"1647957600";"22.03.2022 16:00";"1053,9";"1035,8";"1062,1";"1040,5"
